"Hour","Temperature","Humidity","Wind_speed","Visibility","Dew_point_temperature","Solar_Radiation","Rainfall","Snowfall","Seasons","Holiday","Functioning_Day"
2,0.388111888111888,0.887755102040816,0.243243243243243,0.0912316269640142,0.570934256055363,0,0,0,4,2,2
3,NA,0.86734693877551,0.310810810810811,0.0907247845919919,0.551903114186851,0,0,0,4,2,2
4,0.36013986013986,0.908163265306122,0.202702702702703,0.052204764318297,0.548442906574395,0,0,0,4,2,2
5,0.346153846153846,0.846938775510204,0.364864864864865,0.11454637607704,0.520761245674741,0,0,0,4,2,2
6,0.332167832167832,NA,0.5,0.174353775975672,NA,0,0.1,0,4,2,2
7,NA,0.693877551020408,0.459459459459459,0.342118601115053,NA,0,0,0,4,2,2
8,NA,0.704081632653061,0.472972972972973,NA,0.430795847750865,0.01,0,0,4,2,2
9,0.284965034965035,NA,0.567567567567568,0.943233654333502,0.333910034602076,0.22,0,0,4,2,2
10,0.291958041958042,0.408163265306122,0.608108108108108,1,NA,0.64,0,0,4,2,2
11,0.302447552447552,NA,NA,NA,NA,0.94,0,0,4,2,2
12,NA,0.387755102040816,0.648648648648649,0.910288900152053,0.306228373702422,1.11,0,0,4,2,2
13,0.311188811188811,NA,0.72972972972973,0.968575772934617,NA,1.17,0,0,4,2,2
14,0.312937062937063,0.275510204081633,0.608108108108108,1,NA,1.09,0,0,4,2,2
15,0.309440559440559,0.255102040816327,NA,1,0.221453287197232,0.88,0,0,4,2,2
16,0.307692307692308,0.23469387755102,NA,NA,NA,0.55,0,0,4,2,2
17,NA,0.26530612244898,0.716216216216216,1,NA,0.18,0,0,4,2,2
18,NA,0.295918367346939,0.527027027027027,NA,0.22318339100346,0,0,0,4,2,2
19,0.26048951048951,0.326530612244898,NA,NA,NA,0,0,0,4,2,2
20,0.248251748251748,0.387755102040816,0.405405405405405,1,NA,0,0,0,4,2,2
21,0.230769230769231,0.438775510204082,NA,1,0.264705882352941,0,0,0,4,2,2
22,0.218531468531469,0.459183673469388,0.337837837837838,NA,0.264705882352941,0,0,0,4,2,2
23,NA,NA,0.324324324324324,1,0.250865051903114,0,0,0,4,2,2
0,0.204545454545455,0.428571428571429,0.351351351351351,NA,NA,0,0,0,4,2,2
1,NA,NA,NA,NA,0.224913494809689,0,0,0,4,2,2
2,0.192307692307692,0.418367346938776,0.337837837837838,NA,NA,0,0,0,4,2,2
3,0.190559440559441,NA,NA,1,NA,0,0,0,4,2,2
4,0.185314685314685,0.346938775510204,0.405405405405405,1,0.176470588235294,0,0,0,4,2,2
5,0.181818181818182,NA,0.351351351351351,1,0.167820069204152,0,0,0,4,2,2
6,0.181818181818182,0.346938775510204,0.432432432432432,1,0.173010380622837,0,0,0,4,2,2
7,0.18006993006993,0.336734693877551,0.297297297297297,1,0.166089965397924,0,0,0,4,2,2
8,0.16958041958042,0.36734693877551,0.216216216216216,NA,0.174740484429066,0.01,0,0,4,2,2
9,0.178321678321678,0.316326530612245,0.175675675675676,0.98682209832742,0.152249134948097,0.21,0,0,4,2,2
10,0.215034965034965,0.26530612244898,0.378378378378378,0.983274201723264,0.14878892733564,0.64,0,0,4,2,2
11,0.243006993006993,NA,0,0.979219462747086,NA,0,0,0,4,2,2
12,0.270979020979021,0.255102040816327,0,NA,NA,0,0,0,4,2,2
13,NA,NA,0,0.977192093258996,NA,0,0,0,4,2,2
14,0.291958041958042,0.285714285714286,NA,1,0.230103806228374,0,0,0,4,2,2
15,0.298951048951049,NA,0,NA,0.237024221453287,0,0,0,4,2,2
16,NA,0.306122448979592,0,1,NA,0,0,0,4,2,2
17,0.283216783216783,0.357142857142857,NA,1,0.268166089965398,0,0,0,4,2,2
18,0.265734265734266,NA,0,1,0.280276816608997,0,0,0,4,2,2
19,NA,0.459183673469388,0,NA,0.295847750865052,0,0,0,4,2,2
20,0.25,0.469387755102041,0,1,0.29757785467128,0,0,0,4,2,2
21,0.246503496503497,NA,0,1,0.299307958477509,0,0,0,4,2,2
22,0.262237762237762,NA,NA,1,0.321799307958478,0,0,0,4,2,2
23,0.267482517482518,NA,0,NA,NA,0,0,0,4,2,2
0,0.262237762237762,0.785714285714286,0,NA,0.422145328719723,0,0.1,0.1,4,2,2
1,0.258741258741259,0.806122448979592,NA,NA,0.423875432525952,0,0,0.3,4,2,2
2,0.258741258741259,NA,NA,0.930055752660922,0.423875432525952,0,0,0.4,4,2,2
3,NA,0.795918367346939,0,0.902686264571718,0.418685121107267,0,0.2,0.4,4,2,2
4,0.251748251748252,NA,0,0.990876837303599,0.404844290657439,0,0,0.4,4,2,2
5,0.248251748251748,0.775510204081633,0,NA,0.404844290657439,0,0,0.4,4,2,2
6,NA,0.775510204081633,0,NA,0.403114186851211,0,0,0.4,4,2,2
7,NA,0.785714285714286,NA,0.868727825646224,0.397923875432526,0,0,0.3,4,2,2
8,NA,0.795918367346939,0,0.755701976685251,0.401384083044983,0.01,0,0.2,4,2,2
9,0.253496503496503,0.714285714285714,0,0.657374556512925,0.392733564013841,0.25,0,0.2,4,2,2
10,0.295454545454545,NA,0,0.606690319310694,0.411764705882353,0.63,0,0.2,4,2,2
11,0.339160839160839,0.581632653061224,0.162162162162162,0.62544348707552,NA,0.93,0,0,4,2,2
12,0.353146853146853,0.530612244897959,NA,0.606690319310694,0.418685121107267,1.08,0,0,4,2,2
13,0.384615384615385,NA,NA,0.730866700456158,0.423875432525952,1.1,0,0,4,2,2
14,0.407342657342657,NA,0.135135135135135,0.982767359351242,0.3719723183391,0.96,0,0,4,2,2
15,0.407342657342657,0.316326530612245,NA,0.983781044095286,0.35121107266436,0.72,0,0,4,2,2
16,0.403846153846154,NA,NA,1,0.387543252595156,0.36,0,0,4,2,2
17,0.382867132867133,NA,NA,0.779523568170299,0.47923875432526,0.1,0,0,4,2,2
18,0.340909090909091,NA,0.135135135135135,0.0197668525088697,NA,0,0.3,0.3,4,2,2
19,0.332167832167832,0.938775510204082,0.0945945945945946,0.0775468829194121,0.529411764705882,0,0,1,4,2,2
20,0.332167832167832,NA,0.0810810810810811,NA,NA,0,0,1,4,2,2
21,0.33041958041958,NA,0.0675675675675676,NA,0.529411764705882,0,0.7,1,4,2,2
22,NA,0.938775510204082,NA,0.104409528636594,NA,0,0,1,4,2,2
23,NA,0.938775510204082,0.0810810810810811,0.0922453117080588,0.531141868512111,0,0,1,4,2,2
0,0.335664335664336,0.938775510204082,0.0675675675675676,0.10795742524075,NA,0,0,0.9,4,2,2
1,NA,0.938775510204082,NA,0.10136847440446,NA,0,0,0.9,4,2,2
2,NA,NA,0.0945945945945946,0.0714647744551444,0.532871972318339,0,0,0.9,4,2,2
3,NA,0.928571428571429,0.189189189189189,NA,0.538062283737024,0,0,0.9,4,2,2
4,NA,0.938775510204082,0.0945945945945946,0.0466294982260517,NA,0,0,0.9,4,2,2
5,0.337412587412587,NA,0.148648648648649,NA,NA,0,0,0.9,4,2,2
6,0.328671328671329,0.948979591836735,0.0675675675675676,0.0613279270146984,0.529411764705882,0,0,0.9,4,2,2
7,0.316433566433566,NA,0.0675675675675676,0.0739989863152559,0.517301038062284,0,0,0.9,4,2,2
8,0.307692307692308,NA,NA,0.0739989863152559,NA,0.01,0,0.8,4,2,2
9,NA,0.928571428571429,0.108108108108108,NA,NA,0.14,0,0.8,4,2,2
10,NA,NA,NA,0.143943233654334,0.505190311418685,0.41,0,0.7,4,2,2
11,0.351398601398601,0.704081632653061,0.22972972972973,NA,0.480968858131488,0.63,0,0.6,4,2,2
12,0.375874125874126,NA,0.324324324324324,0.408514951849975,0.491349480968858,0.98,0,0.3,4,2,2
13,NA,NA,0.418918918918919,0.881905727318804,0.368512110726644,1.14,0,0,4,2,2
14,0.388111888111888,NA,0.364864864864865,NA,0.366782006920415,1.04,0,0,4,2,2
15,NA,0.357142857142857,NA,0.980739989863153,NA,0.84,0,0,4,2,2
16,0.367132867132867,0.387755102040816,0.391891891891892,0.907247845919919,0.36159169550173,0.51,0,0,4,2,2
17,0.347902097902098,NA,0.27027027027027,NA,0.404844290657439,0.15,0,0,4,2,2
18,0.323426573426573,0.469387755102041,0.364864864864865,NA,0.363321799307958,0,0,0,4,2,2
19,0.304195804195804,0.479591836734694,NA,NA,0.35121107266436,0,0,0,4,2,2
20,0.286713286713287,NA,0.337837837837838,NA,0.335640138408305,0,0,0,4,2,2
21,0.272727272727273,0.469387755102041,0.297297297297297,0.987328940699442,NA,0,0,0,4,2,2
22,0.263986013986014,NA,0.351351351351351,0.920932589964521,0.318339100346021,0,0,0,4,2,2
23,NA,0.510204081632653,NA,NA,NA,0,0,0,4,2,2
0,0.25,NA,0.351351351351351,0.945767866193614,0.311418685121107,0,0,0,4,2,2
1,NA,0.510204081632653,0.337837837837838,0.950329447541814,NA,0,0,0,4,2,2
2,0.236013986013986,0.540816326530612,NA,0.958438925494171,NA,0,0,0,4,2,2
3,NA,0.530612244897959,0.216216216216216,0.988849467815509,NA,0,0,0,4,2,2
4,0.218531468531469,0.540816326530612,NA,0.967562088190573,NA,0,0,0,4,2,2
5,0.20979020979021,NA,0.27027027027027,0.970096300050684,NA,0,0,0,4,2,2
6,0.206293706293706,0.571428571428571,0.472972972972973,0.925494171312722,0.299307958477509,0,0,0,4,2,2
7,0.197552447552448,NA,0.108108108108108,0.886467308667005,0.294117647058824,0,0,0,4,2,2
8,0.188811188811189,0.602040816326531,0.108108108108108,NA,0.294117647058824,0.01,0,0,4,2,2
9,0.194055944055944,0.510204081632653,0.121621621621622,NA,0.262975778546713,0.23,0,0,4,2,2
10,0.218531468531469,0.448979591836735,0.378378378378378,0.754688291941206,NA,0.63,0,0,4,2,2
11,0.246503496503497,0.397959183673469,0.189189189189189,0.794728839330968,0.259515570934256,0.93,0,0,4,2,2
12,0.276223776223776,0.306122448979592,0.189189189189189,NA,0.230103806228374,1.14,0,0,4,2,2
13,0.281468531468531,0.285714285714286,0.243243243243243,NA,NA,1.22,0,0,4,2,2
14,0.288461538461538,NA,0.418918918918919,0.952356817029904,0.219723183391004,1.12,0,0,4,2,2
15,NA,0.26530612244898,0.445945945945946,0.988342625443487,0.219723183391004,0.87,0,0,4,2,2
16,0.291958041958042,0.244897959183673,0.459459459459459,1,0.198961937716263,0.56,0,0,4,2,2
17,0.269230769230769,0.306122448979592,0.364864864864865,NA,0.224913494809689,0.18,0,0,4,2,2
18,NA,NA,NA,1,NA,0,0,0,4,2,2
19,0.253496503496503,0.357142857142857,0.148648648648649,1,0.242214532871972,0,0,0,4,2,2
20,0.253496503496503,NA,0.202702702702703,1,0.237024221453287,0,0,0,4,2,2
21,0.253496503496503,NA,NA,1,0.242214532871972,0,0,0,4,2,2
22,NA,NA,0.162162162162162,NA,NA,0,0,0,4,2,2
23,0.25,0.438775510204082,0.121621621621622,1,0.282006920415225,0,0,0,4,2,2
0,0.25,0.489795918367347,0.121621621621622,0.983274201723264,0.306228373702422,0,0,0,4,2,2
1,0.23951048951049,0.5,0.0810810810810811,1,0.301038062283737,0,0,0,4,2,2
2,0.229020979020979,NA,NA,0.991383679675621,NA,0,0,0,4,2,2
3,0.236013986013986,0.479591836734694,0.0810810810810811,0.995945261023822,0.288927335640138,0,0,0,4,2,2
4,0.236013986013986,0.5,0.0945945945945946,NA,0.29757785467128,0,0,0,4,2,2
5,0.229020979020979,0.5,NA,0.999493157627978,0.290657439446367,0,0,0,4,2,2
6,NA,0.540816326530612,NA,0.987328940699442,0.301038062283737,0,0,0,4,2,2
7,0.215034965034965,0.571428571428571,NA,0.974657881398885,0.306228373702422,0,0,0,4,2,2
8,NA,0.571428571428571,0.0945945945945946,0.969589457678662,0.307958477508651,0.01,0,0,4,2,2
9,0.229020979020979,0.489795918367347,0.135135135135135,0.890522047643183,0.28719723183391,0.23,0,0,4,2,2
10,0.272727272727273,0.428571428571429,0.175675675675676,0.820577800304105,0.29757785467128,0.61,0,0,4,2,2
11,0.311188811188811,0.459183673469388,NA,0.74657881398885,0.347750865051903,0.89,0,0,4,2,2
12,0.353146853146853,0.408163265306122,0.108108108108108,0.90319310694374,0.359861591695502,1.05,0,0,4,2,2
13,0.379370629370629,0.36734693877551,0.27027027027027,NA,0.359861591695502,1.13,0,0,4,2,2
14,0.393356643356643,0.326530612244898,0.297297297297297,NA,0.346020761245675,1.06,0,0,4,2,2
15,NA,0.306122448979592,0.27027027027027,0.981246832235175,NA,0.84,0,0,4,2,2
16,NA,NA,NA,0.981246832235175,NA,0.4,0,0,4,2,2
17,NA,NA,NA,NA,0.359861591695502,0.1,0,0,4,2,2
18,0.354895104895105,NA,0.135135135135135,0.98682209832742,0.366782006920415,0,0,0,4,2,2
19,NA,0.489795918367347,NA,0.938165230613279,0.385813148788927,0,0,0,4,2,2
20,NA,NA,0.189189189189189,0.92295995945261,NA,0,0,0,4,2,2
21,0.309440559440559,0.561224489795918,NA,0.824632539280284,0.391003460207613,0,0,0,4,2,2
22,NA,0.561224489795918,0.0810810810810811,0.825139381652306,NA,0,0,0,4,2,2
23,0.309440559440559,0.551020408163265,NA,0.78205778003041,0.385813148788927,0,0,0,4,2,2
0,0.307692307692308,0.561224489795918,NA,0.811961479979726,NA,0,0,0,4,2,2
1,0.307692307692308,NA,0.0675675675675676,0.871768879878358,NA,0,0,0,4,2,2
2,0.314685314685315,0.530612244897959,NA,0.86112519006589,NA,0,0,0,4,2,2
3,0.316433566433566,0.540816326530612,0.0675675675675676,0.87227572225038,NA,0,0,0,4,2,2
4,NA,NA,0.216216216216216,0.906741003547897,0.385813148788927,0,0,0,4,2,2
5,0.316433566433566,0.755102040816326,NA,NA,0.465397923875433,0,0,0.7,4,2,2
6,0.302447552447552,0.918367346938776,0.121621621621622,0.0324379118094273,NA,0,2.5,2.7,4,2,2
7,0.304195804195804,NA,0.148648648648649,0.0476431829700963,NA,0,0,4,4,2,2
8,NA,0.918367346938776,0.162162162162162,0.177901672579828,0.501730103806228,0,0,4.1,4,2,2
9,0.314685314685315,0.918367346938776,0.135135135135135,0.1409021794222,0.508650519031142,0,1.6,4.3,4,2,2
10,0.31993006993007,0.928571428571429,0.0540540540540541,0.0587937151545869,0.515570934256055,0,0,4.3,4,2,2
11,0.326923076923077,0.938775510204082,0.121621621621622,0.0557526609224531,0.525951557093426,0.03,0,3.9,4,2,2
12,0.351398601398601,0.897959183673469,NA,0.110491637100862,NA,0.28,0,3.1,4,2,2
13,0.368881118881119,NA,0.148648648648649,0.102889001520527,0.551903114186851,0.54,0,2.1,4,2,2
14,0.384615384615385,0.86734693877551,NA,NA,NA,0.65,0,1.4,4,2,2
15,0.428321678321678,0.642857142857143,0.608108108108108,0.348707551951343,0.531141868512111,0.35,0,1,4,2,2
16,0.405594405594406,0.724489795918367,0.472972972972973,0.301571211353269,0.538062283737024,0.2,0,0.5,4,2,2
17,NA,NA,NA,NA,NA,0.03,0,0.4,4,2,2
18,NA,0.622448979591837,NA,NA,0.448096885813149,0,0,0,4,2,2
19,0.339160839160839,NA,0.54054054054054,1,0.410034602076125,0,0,0,4,2,2
20,NA,0.581632653061224,0.527027027027027,NA,0.410034602076125,0,0,0,4,2,2
21,0.311188811188811,0.602040816326531,0.405405405405405,NA,NA,0,0,0,4,2,2
22,NA,NA,0.635135135135135,1,NA,0,0,0,4,2,2
23,0.286713286713287,0.438775510204082,0.581081081081081,1,NA,0,0,0,4,2,2
0,0.267482517482518,0.397959183673469,NA,1,0.278546712802768,0,0,0,4,2,2
1,0.251748251748252,0.36734693877551,NA,1,NA,0,0,0,4,2,2
2,NA,NA,NA,1,NA,0,0,0,4,2,2
3,0.229020979020979,0.387755102040816,0.324324324324324,1,0.238754325259516,0,0,0,4,2,2
4,0.22027972027972,0.357142857142857,0.432432432432432,1,0.21280276816609,0,0,0,4,2,2
5,0.213286713286713,NA,NA,0.98682209832742,0.224913494809689,0,0,0,4,2,2
6,0.208041958041958,NA,0.391891891891892,NA,0.224913494809689,0,0,0,4,2,2
7,0.206293706293706,NA,0.418918918918919,0.997972630511911,0.22318339100346,0,0,0,4,2,2
8,0.206293706293706,0.387755102040816,NA,NA,0.217993079584775,0.01,0,0,4,2,2
9,0.208041958041958,NA,NA,0.970096300050684,NA,0.1,0,0,4,2,2
10,NA,0.326530612244898,0.608108108108108,1,0.193771626297578,0.62,0,0,4,2,2
11,NA,0.36734693877551,0.513513513513513,NA,NA,1,0,0,4,2,2
12,0.22027972027972,0.336734693877551,0.621621621621621,NA,0.200692041522491,1.26,0,0,4,2,2
13,NA,0.326530612244898,0.689189189189189,0.992904206791688,0.19204152249135,1.24,0,0,4,2,2
14,0.216783216783217,0.316326530612245,0.554054054054054,0.972123669538773,0.185121107266436,1.13,0,0,4,2,2
15,0.215034965034965,0.336734693877551,0.608108108108108,1,0.197231833910035,0.92,0,0,4,2,2
16,NA,0.408163265306122,0.54054054054054,NA,0.228373702422145,0.55,0,0,4,2,2
17,0.187062937062937,0.448979591836735,0.567567567567568,NA,0.230103806228374,0.18,0,0,4,2,2
18,0.173076923076923,NA,NA,1,0.21280276816609,0,0,0,4,2,2
19,0.160839160839161,NA,0.527027027027027,1,NA,0,0,0,4,2,2
20,0.148601398601399,0.5,0.513513513513513,1,NA,0,0,0,4,2,2
21,0.141608391608392,0.520408163265306,NA,1,NA,0,0,0,4,2,2
22,0.132867132867133,0.510204081632653,0.405405405405405,1,0.207612456747405,0,0,0,4,2,2
23,0.124125874125874,NA,0.162162162162162,1,0.211072664359862,0,0,0,4,2,2
0,0.118881118881119,0.520408163265306,0.148648648648649,NA,NA,0,0,0,4,2,2
1,0.115384615384615,NA,0.148648648648649,1,0.195501730103806,0,0,0,4,2,2
2,0.11013986013986,0.510204081632653,NA,NA,NA,0,0,0,4,2,2
3,0.108391608391608,NA,0.297297297297297,0.997465788139889,0.185121107266436,0,0,0,4,2,2
4,NA,0.479591836734694,0.283783783783784,0.990876837303599,0.173010380622837,0,0,0,4,2,2
5,0.108391608391608,0.459183673469388,NA,0.975164723770907,NA,0,0,0,4,2,2
6,0.104895104895105,0.479591836734694,0.337837837837838,NA,0.169550173010381,0,0,0,4,2,2
7,NA,0.510204081632653,0.310810810810811,0.964014191586417,0.176470588235294,0,0,0,4,2,2
8,NA,0.530612244897959,NA,0.956411556006082,0.181660899653979,0,0,0,4,2,2
9,NA,NA,0.391891891891892,NA,0.164359861591696,0.1,0,0,4,2,2
10,0.127622377622378,0.459183673469388,0.445945945945946,0.926507856056766,0.181660899653979,0.6,0,0,4,2,2
11,0.146853146853147,NA,0.418918918918919,NA,0.185121107266436,0.93,0,0,4,2,2
12,0.166083916083916,0.357142857142857,0.391891891891892,0.983274201723264,0.166089965397924,1.14,0,0,4,2,2
13,0.190559440559441,0.377551020408163,NA,0.977192093258996,0.198961937716263,1.22,0,0,4,2,2
14,NA,NA,NA,NA,0.19204152249135,1.12,0,0,4,2,2
15,0.20979020979021,0.306122448979592,NA,NA,0.173010380622837,0.92,0,0,4,2,2
16,0.206293706293706,0.295918367346939,NA,0.991383679675621,0.162629757785467,0.58,0,0,4,2,2
17,NA,0.326530612244898,0.351351351351351,NA,0.167820069204152,0.19,0,0,4,2,2
18,0.176573426573427,0.36734693877551,0.135135135135135,NA,NA,0,0,0,4,2,2
19,NA,NA,0.148648648648649,1,NA,0,0,0,4,2,2
20,NA,0.428571428571429,NA,1,0.200692041522491,0,0,0,4,2,2
21,0.157342657342657,NA,NA,NA,NA,0,0,0,4,2,2
22,NA,NA,NA,0.999493157627978,0.205882352941177,0,0,0,4,2,2
23,NA,NA,0.283783783783784,1,NA,0,0,0,4,2,2
0,NA,0.489795918367347,0.175675675675676,NA,0.211072664359862,0,0,0,4,2,2
1,0.132867132867133,0.530612244897959,0.216216216216216,NA,NA,0,0,0,4,2,2
2,NA,0.540816326530612,NA,0.974151039026863,NA,0,0,0,4,2,2
3,NA,NA,NA,NA,NA,0,0,0,4,2,2
4,NA,0.591836734693878,NA,0.952863659401926,NA,0,0,0,4,2,2
5,0.11013986013986,NA,0.148648648648649,0.960973137354283,0.216262975778547,0,0,0,4,2,2
6,0.103146853146853,0.581632653061224,0.148648648648649,NA,0.205882352941177,0,0,0,4,2,2
7,0.106643356643357,0.540816326530612,0.216216216216216,0.998986315255955,0.195501730103806,0,0,0,4,2,2
8,0.111888111888112,NA,0.445945945945946,1,0.176470588235294,0,0,0,4,2,2
9,NA,NA,NA,NA,0.176470588235294,0.1,0,0,4,2,2
10,NA,0.397959183673469,0.283783783783784,NA,0.167820069204152,0.6,0,0,4,2,2
11,0.16958041958042,0.357142857142857,0.243243243243243,0.901672579827674,NA,0.96,0,0,4,2,2
12,0.197552447552448,0.306122448979592,NA,0.972123669538773,0.162629757785467,1.17,0,0,4,2,2
13,NA,0.285714285714286,0.391891891891892,0.94272681196148,0.15916955017301,1.23,0,0,4,2,2
