"Rented_Bike_Count","Hour","Temperature","Humidity","Wind_speed","Visibility","Dew_point_temperature","Solar_Radiation","Rainfall","Snowfall","Seasons","Holiday","Functioning_Day"
32,5,0.379370629370629,0.76530612244898,0.256756756756757,0.449569183983781,0.527681660899654,0,0,0,4,2,2
13,6,0.370629370629371,0.877551020408163,0.337837837837838,0.127217435377598,0.550173010380623,0,1,0,4,2,2
22,7,0.365384615384615,0.928571428571429,0.162162162162162,0.0516979219462747,0.558823529411765,0,0,0,4,2,2
85,8,0.367132867132867,0.938775510204082,0.243243243243243,0.109984794728839,0.56401384083045,0,0,0,4,2,2
152,9,0.372377622377622,0.928571428571429,0.243243243243243,0.103395843892549,0.565743944636678,0.02,2.5,0,4,2,2
200,10,0.388111888111888,0.908163265306122,0.297297297297297,0.116573745565129,0.576124567474048,0.24,0,0,4,2,2
273,11,0.40034965034965,0.887755102040816,0.189189189189189,0.149011657374557,0.583044982698962,0.25,0,0,4,2,2
333,12,0.412587412587413,0.86734693877551,0.22972972972973,0.163203243791181,0.588235294117647,0.43,0,0,4,2,2
495,13,0.43006993006993,0.826530612244898,0.256756756756757,0.183983781044095,0.593425605536332,0.6,0,0,4,2,2
563,14,0.444055944055944,0.775510204081633,0.162162162162162,0.200202736948809,0.591695501730104,0.69,0,0,4,2,2
621,15,0.451048951048951,0.744897959183674,0.216216216216216,0.205778003041054,0.588235294117647,0.53,0,0,4,2,2
598,16,0.444055944055944,0.785714285714286,0.216216216216216,0.188545362392296,0.595155709342561,0.2,0,0,4,2,2
545,17,0.428321678321678,0.836734693877551,0.202702702702703,0.167764825139382,0.595155709342561,0.05,0,0,4,2,2
443,18,0.416083916083916,0.857142857142857,0.256756756756757,0.15205271160669,0.588235294117647,0,0,0,4,2,2
422,19,0.410839160839161,0.86734693877551,0.22972972972973,0.142929548910289,0.586505190311419,0,0,0,4,2,2
397,20,0.402097902097902,0.887755102040816,0.189189189189189,0.11454637607704,0.58477508650519,0,0,0,4,2,2
385,21,0.393356643356643,0.887755102040816,0.162162162162162,0.111505321844906,0.576124567474048,0,0,0,4,2,2
350,22,0.386363636363636,0.908163265306122,0.243243243243243,0.0881905727318804,0.57439446366782,0,0,0,4,2,2
303,23,0.379370629370629,0.918367346938776,0.175675675675676,0.0846426761277243,0.570934256055363,0,0,0,4,2,2
285,0,0.384615384615385,0.897959183673469,0.0810810810810811,0.0957932083122149,0.569204152249135,0,0,0,4,2,2
186,1,0.386363636363636,0.887755102040816,0.0675675675675676,0.0983274201723264,0.569204152249135,0,0,0,4,2,2
112,2,0.388111888111888,0.887755102040816,0.243243243243243,0.0912316269640142,0.570934256055363,0,0,0,4,2,2
65,3,0.374125874125874,0.86734693877551,0.310810810810811,0.0907247845919919,0.551903114186851,0,0,0,4,2,2
41,4,0.36013986013986,0.908163265306122,0.202702702702703,0.052204764318297,0.548442906574395,0,0,0,4,2,2
82,5,0.346153846153846,0.846938775510204,0.364864864864865,0.11454637607704,0.520761245674741,0,0,0,4,2,2
200,6,0.332167832167832,0.775510204081633,0.5,0.174353775975672,0.486159169550173,0,0.1,0,4,2,2
498,7,0.314685314685315,0.693877551020408,0.459459459459459,0.342118601115053,0.442906574394464,0,0,0,4,2,2
937,8,0.297202797202797,0.704081632653061,0.472972972972973,0.469842878864673,0.430795847750865,0.01,0,0,4,2,2
509,9,0.284965034965035,0.479591836734694,0.567567567567568,0.943233654333502,0.333910034602076,0.22,0,0,4,2,2
311,10,0.291958041958042,0.408163265306122,0.608108108108108,1,0.304498269896194,0.64,0,0,4,2,2
379,11,0.302447552447552,0.418367346938776,0.554054054054054,0.898124683223517,0.320069204152249,0.94,0,0,4,2,2
393,12,0.305944055944056,0.387755102040816,0.648648648648649,0.910288900152053,0.306228373702422,1.11,0,0,4,2,2
391,13,0.311188811188811,0.306122448979592,0.72972972972973,0.968575772934617,0.261245674740484,1.17,0,0,4,2,2
338,14,0.312937062937063,0.275510204081633,0.608108108108108,1,0.240484429065744,1.09,0,0,4,2,2
341,15,0.309440559440559,0.255102040816327,0.783783783783784,1,0.221453287197232,0.88,0,0,4,2,2
375,16,0.307692307692308,0.23469387755102,0.635135135135135,1,0.204152249134948,0.55,0,0,4,2,2
515,17,0.288461538461538,0.26530612244898,0.716216216216216,1,0.21280276816609,0.18,0,0,4,2,2
807,18,0.274475524475524,0.295918367346939,0.527027027027027,1,0.22318339100346,0,0,0,4,2,2
568,19,0.26048951048951,0.326530612244898,0.432432432432432,1,0.230103806228374,0,0,0,4,2,2
398,20,0.248251748251748,0.387755102040816,0.405405405405405,1,0.256055363321799,0,0,0,4,2,2
397,21,0.230769230769231,0.438775510204082,0.608108108108108,1,0.264705882352941,0,0,0,4,2,2
353,22,0.218531468531469,0.459183673469388,0.337837837837838,1,0.264705882352941,0,0,0,4,2,2
248,23,0.20979020979021,0.448979591836735,0.324324324324324,1,0.250865051903114,0,0,0,4,2,2
216,0,0.204545454545455,0.428571428571429,0.351351351351351,1,0.237024221453287,0,0,0,4,2,2
198,1,0.197552447552448,0.418367346938776,0.378378378378378,1,0.224913494809689,0,0,0,4,2,2
124,2,0.192307692307692,0.418367346938776,0.337837837837838,1,0.221453287197232,0,0,0,4,2,2
62,3,0.190559440559441,0.397959183673469,0.27027027027027,1,0.209342560553633,0,0,0,4,2,2
42,4,0.185314685314685,0.346938775510204,0.405405405405405,1,0.176470588235294,0,0,0,4,2,2
82,5,0.181818181818182,0.336734693877551,0.351351351351351,1,0.167820069204152,0,0,0,4,2,2
172,6,0.181818181818182,0.346938775510204,0.432432432432432,1,0.173010380622837,0,0,0,4,2,2
381,7,0.18006993006993,0.336734693877551,0.297297297297297,1,0.166089965397924,0,0,0,4,2,2
812,8,0.16958041958042,0.36734693877551,0.216216216216216,1,0.174740484429066,0.01,0,0,4,2,2
462,9,0.178321678321678,0.316326530612245,0.175675675675676,0.98682209832742,0.152249134948097,0.21,0,0,4,2,2
269,10,0.215034965034965,0.26530612244898,0.378378378378378,0.983274201723264,0.14878892733564,0.64,0,0,4,2,2
334,11,0.243006993006993,0.255102040816327,0,0.979219462747086,0.166089965397924,0,0,0,4,2,2
321,12,0.270979020979021,0.255102040816327,0,0.980739989863153,0.188581314878893,0,0,0,4,2,2
325,13,0.283216783216783,0.275510204081633,0,0.977192093258996,0.214532871972318,0,0,0,4,2,2
334,14,0.291958041958042,0.285714285714286,0,1,0.230103806228374,0,0,0,4,2,2
353,15,0.298951048951049,0.285714285714286,0,1,0.237024221453287,0,0,0,4,2,2
435,16,0.302447552447552,0.306122448979592,0,1,0.252595155709343,0,0,0,4,2,2
529,17,0.283216783216783,0.357142857142857,0,1,0.268166089965398,0,0,0,4,2,2
789,18,0.265734265734266,0.408163265306122,0,1,0.280276816608997,0,0,0,4,2,2
597,19,0.255244755244755,0.459183673469388,0,1,0.295847750865052,0,0,0,4,2,2
418,20,0.25,0.469387755102041,0,1,0.29757785467128,0,0,0,4,2,2
415,21,0.246503496503497,0.479591836734694,0,1,0.299307958477509,0,0,0,4,2,2
393,22,0.262237762237762,0.5,0,1,0.321799307958478,0,0,0,4,2,2
244,23,0.267482517482518,0.602040816326531,0,0.599594526102382,0.366782006920415,0,0,0,4,2,2
145,0,0.262237762237762,0.785714285714286,0,0.15408008109478,0.422145328719723,0,0.1,0.1,4,2,2
144,1,0.258741258741259,0.806122448979592,0,0.134820070957932,0.423875432525952,0,0,0.3,4,2,2
117,2,0.258741258741259,0.806122448979592,0,0.930055752660922,0.423875432525952,0,0,0.4,4,2,2
78,3,0.255244755244755,0.795918367346939,0,0.902686264571718,0.418685121107267,0,0.2,0.4,4,2,2
58,4,0.251748251748252,0.76530612244898,0,0.990876837303599,0.404844290657439,0,0,0.4,4,2,2
87,5,0.248251748251748,0.775510204081633,0,0.966548403446528,0.404844290657439,0,0,0.4,4,2,2
142,6,0.246503496503497,0.775510204081633,0,0.931069437404967,0.403114186851211,0,0,0.4,4,2,2
379,7,0.237762237762238,0.785714285714286,0,0.868727825646224,0.397923875432526,0,0,0.3,4,2,2
802,8,0.237762237762238,0.795918367346939,0,0.755701976685251,0.401384083044983,0.01,0,0.2,4,2,2
440,9,0.253496503496503,0.714285714285714,0,0.657374556512925,0.392733564013841,0.25,0,0.2,4,2,2
307,10,0.295454545454545,0.653061224489796,0,0.606690319310694,0.411764705882353,0.63,0,0.2,4,2,2
381,11,0.339160839160839,0.581632653061224,0.162162162162162,0.62544348707552,0.42560553633218,0.93,0,0,4,2,2
405,12,0.353146853146853,0.530612244897959,0.121621621621622,0.606690319310694,0.418685121107267,1.08,0,0,4,2,2
442,13,0.384615384615385,0.479591836734694,0.148648648648649,0.730866700456158,0.423875432525952,1.1,0,0,4,2,2
416,14,0.407342657342657,0.346938775510204,0.135135135135135,0.982767359351242,0.3719723183391,0.96,0,0,4,2,2
412,15,0.407342657342657,0.316326530612245,0.418918918918919,0.983781044095286,0.35121107266436,0.72,0,0,4,2,2
496,16,0.403846153846154,0.377551020408163,0.391891891891892,1,0.387543252595156,0.36,0,0,4,2,2
239,17,0.382867132867133,0.612244897959184,0.337837837837838,0.779523568170299,0.47923875432526,0.1,0,0,4,2,2
204,18,0.340909090909091,0.918367346938776,0.135135135135135,0.0197668525088697,0.532871972318339,0,0.3,0.3,4,2,2
205,19,0.332167832167832,0.938775510204082,0.0945945945945946,0.0775468829194121,0.529411764705882,0,0,1,4,2,2
190,20,0.332167832167832,0.959183673469388,0.0810810810810811,0.101875316776483,0.534602076124568,0,0,1,4,2,2
165,21,0.33041958041958,0.938775510204082,0.0675675675675676,0.105423213380639,0.529411764705882,0,0.7,1,4,2,2
222,22,0.333916083916084,0.938775510204082,0.0810810810810811,0.104409528636594,0.531141868512111,0,0,1,4,2,2
193,23,0.333916083916084,0.938775510204082,0.0810810810810811,0.0922453117080588,0.531141868512111,0,0,1,4,2,2
198,0,0.335664335664336,0.938775510204082,0.0675675675675676,0.10795742524075,0.532871972318339,0,0,0.9,4,2,2
218,1,0.337412587412587,0.938775510204082,0.0540540540540541,0.10136847440446,0.534602076124568,0,0,0.9,4,2,2
149,2,0.335664335664336,0.938775510204082,0.0945945945945946,0.0714647744551444,0.532871972318339,0,0,0.9,4,2,2
102,3,0.344405594405594,0.928571428571429,0.189189189189189,0.0968068930562595,0.538062283737024,0,0,0.9,4,2,2
62,4,0.339160839160839,0.938775510204082,0.0945945945945946,0.0466294982260517,0.536332179930796,0,0,0.9,4,2,2
83,5,0.337412587412587,0.938775510204082,0.148648648648649,0.0750126710593006,0.534602076124568,0,0,0.9,4,2,2
137,6,0.328671328671329,0.948979591836735,0.0675675675675676,0.0613279270146984,0.529411764705882,0,0,0.9,4,2,2
367,7,0.316433566433566,0.948979591836735,0.0675675675675676,0.0739989863152559,0.517301038062284,0,0,0.9,4,2,2
754,8,0.307692307692308,0.979591836734694,0.108108108108108,0.0739989863152559,0.517301038062284,0.01,0,0.8,4,2,2
415,9,0.312937062937063,0.928571428571429,0.108108108108108,0.120628484541308,0.51038062283737,0.14,0,0.8,4,2,2
321,10,0.33041958041958,0.846938775510204,0.0945945945945946,0.143943233654334,0.505190311418685,0.41,0,0.7,4,2,2
333,11,0.351398601398601,0.704081632653061,0.22972972972973,0.304612265585403,0.480968858131488,0.63,0,0.6,4,2,2
431,12,0.375874125874126,0.663265306122449,0.324324324324324,0.408514951849975,0.491349480968858,0.98,0,0.3,4,2,2
394,13,0.382867132867133,0.377551020408163,0.418918918918919,0.881905727318804,0.368512110726644,1.14,0,0,4,2,2
390,14,0.388111888111888,0.36734693877551,0.364864864864865,0.987328940699442,0.366782006920415,1.04,0,0,4,2,2
430,15,0.381118881118881,0.357142857142857,0.418918918918919,0.980739989863153,0.354671280276817,0.84,0,0,4,2,2
471,16,0.367132867132867,0.387755102040816,0.391891891891892,0.907247845919919,0.36159169550173,0.51,0,0,4,2,2
552,17,0.347902097902098,0.510204081632653,0.27027027027027,0.713127217435378,0.404844290657439,0.15,0,0,4,2,2
795,18,0.323426573426573,0.469387755102041,0.364864864864865,0.775975671566143,0.363321799307958,0,0,0,4,2,2
507,19,0.304195804195804,0.479591836734694,0.337837837837838,0.629498226051698,0.35121107266436,0,0,0,4,2,2
390,20,0.286713286713287,0.479591836734694,0.337837837837838,0.807399898631526,0.335640138408305,0,0,0,4,2,2
402,21,0.272727272727273,0.469387755102041,0.297297297297297,0.987328940699442,0.318339100346021,0,0,0,4,2,2
389,22,0.263986013986014,0.489795918367347,0.351351351351351,0.920932589964521,0.318339100346021,0,0,0,4,2,2
259,23,0.255244755244755,0.510204081632653,0.283783783783784,0.94272681196148,0.320069204152249,0,0,0,4,2,2
233,0,0.25,0.5,0.351351351351351,0.945767866193614,0.311418685121107,0,0,0,4,2,2
230,1,0.246503496503497,0.510204081632653,0.337837837837838,0.950329447541814,0.311418685121107,0,0,0,4,2,2
131,2,0.236013986013986,0.540816326530612,0.135135135135135,0.958438925494171,0.314878892733564,0,0,0,4,2,2
99,3,0.227272727272727,0.530612244897959,0.216216216216216,0.988849467815509,0.302768166089965,0,0,0,4,2,2
71,4,0.218531468531469,0.540816326530612,0.324324324324324,0.967562088190573,0.29757785467128,0,0,0,4,2,2
84,5,0.20979020979021,0.571428571428571,0.27027027027027,0.970096300050684,0.302768166089965,0,0,0,4,2,2
158,6,0.206293706293706,0.571428571428571,0.472972972972973,0.925494171312722,0.299307958477509,0,0,0,4,2,2
387,7,0.197552447552448,0.581632653061224,0.108108108108108,0.886467308667005,0.294117647058824,0,0,0,4,2,2
780,8,0.188811188811189,0.602040816326531,0.108108108108108,0.776482513938165,0.294117647058824,0.01,0,0,4,2,2
395,9,0.194055944055944,0.510204081632653,0.121621621621622,0.742524075012671,0.262975778546713,0.23,0,0,4,2,2
261,10,0.218531468531469,0.448979591836735,0.378378378378378,0.754688291941206,0.259515570934256,0.63,0,0,4,2,2
310,11,0.246503496503497,0.397959183673469,0.189189189189189,0.794728839330968,0.259515570934256,0.93,0,0,4,2,2
355,12,0.276223776223776,0.306122448979592,0.189189189189189,0.862138874809934,0.230103806228374,1.14,0,0,4,2,2
354,13,0.281468531468531,0.285714285714286,0.243243243243243,0.981246832235175,0.221453287197232,1.22,0,0,4,2,2
350,14,0.288461538461538,0.275510204081633,0.418918918918919,0.952356817029904,0.219723183391004,1.12,0,0,4,2,2
362,15,0.297202797202797,0.26530612244898,0.445945945945946,0.988342625443487,0.219723183391004,0.87,0,0,4,2,2
401,16,0.291958041958042,0.244897959183673,0.459459459459459,1,0.198961937716263,0.56,0,0,4,2,2
500,17,0.269230769230769,0.306122448979592,0.364864864864865,1,0.224913494809689,0.18,0,0,4,2,2
752,18,0.256993006993007,0.336734693877551,0.162162162162162,1,0.23356401384083,0,0,0,4,2,2
477,19,0.253496503496503,0.357142857142857,0.148648648648649,1,0.242214532871972,0,0,0,4,2,2
384,20,0.253496503496503,0.346938775510204,0.202702702702703,1,0.237024221453287,0,0,0,4,2,2
336,21,0.253496503496503,0.357142857142857,0.0675675675675676,1,0.242214532871972,0,0,0,4,2,2
347,22,0.251748251748252,0.397959183673469,0.162162162162162,1,0.262975778546713,0,0,0,4,2,2
275,23,0.25,0.438775510204082,0.121621621621622,1,0.282006920415225,0,0,0,4,2,2
267,0,0.25,0.489795918367347,0.121621621621622,0.983274201723264,0.306228373702422,0,0,0,4,2,2
296,1,0.23951048951049,0.5,0.0810810810810811,1,0.301038062283737,0,0,0,4,2,2
237,2,0.229020979020979,0.510204081632653,0.0945945945945946,0.991383679675621,0.295847750865052,0,0,0,4,2,2
169,3,0.236013986013986,0.479591836734694,0.0810810810810811,0.995945261023822,0.288927335640138,0,0,0,4,2,2
96,4,0.236013986013986,0.5,0.0945945945945946,1,0.29757785467128,0,0,0,4,2,2
56,5,0.229020979020979,0.5,0.108108108108108,0.999493157627978,0.290657439446367,0,0,0,4,2,2
76,6,0.222027972027972,0.540816326530612,0.121621621621622,0.987328940699442,0.301038062283737,0,0,0,4,2,2
127,7,0.215034965034965,0.571428571428571,0.108108108108108,0.974657881398885,0.306228373702422,0,0,0,4,2,2
222,8,0.216783216783217,0.571428571428571,0.0945945945945946,0.969589457678662,0.307958477508651,0.01,0,0,4,2,2
291,9,0.229020979020979,0.489795918367347,0.135135135135135,0.890522047643183,0.28719723183391,0.23,0,0,4,2,2
273,10,0.272727272727273,0.428571428571429,0.175675675675676,0.820577800304105,0.29757785467128,0.61,0,0,4,2,2
351,11,0.311188811188811,0.459183673469388,0.148648648648649,0.74657881398885,0.347750865051903,0.89,0,0,4,2,2
427,12,0.353146853146853,0.408163265306122,0.108108108108108,0.90319310694374,0.359861591695502,1.05,0,0,4,2,2
431,13,0.379370629370629,0.36734693877551,0.27027027027027,0.848960973137354,0.359861591695502,1.13,0,0,4,2,2
486,14,0.393356643356643,0.326530612244898,0.297297297297297,0.97364419665484,0.346020761245675,1.06,0,0,4,2,2
569,15,0.402097902097902,0.306122448979592,0.27027027027027,0.981246832235175,0.339100346020761,0.84,0,0,4,2,2
546,16,0.388111888111888,0.336734693877551,0.216216216216216,0.981246832235175,0.347750865051903,0.4,0,0,4,2,2
481,17,0.372377622377622,0.377551020408163,0.243243243243243,0.981246832235175,0.359861591695502,0.1,0,0,4,2,2
384,18,0.354895104895105,0.418367346938776,0.135135135135135,0.98682209832742,0.366782006920415,0,0,0,4,2,2
275,19,0.337412587412587,0.489795918367347,0.0540540540540541,0.938165230613279,0.385813148788927,0,0,0,4,2,2
298,20,0.325174825174825,0.520408163265306,0.189189189189189,0.92295995945261,0.387543252595156,0,0,0,4,2,2
321,21,0.309440559440559,0.561224489795918,0.0945945945945946,0.824632539280284,0.391003460207613,0,0,0,4,2,2
289,22,0.302447552447552,0.561224489795918,0.0810810810810811,0.825139381652306,0.384083044982699,0,0,0,4,2,2
265,23,0.309440559440559,0.551020408163265,0.175675675675676,0.78205778003041,0.385813148788927,0,0,0,4,2,2
326,0,0.307692307692308,0.561224489795918,0.135135135135135,0.811961479979726,0.389273356401384,0,0,0,4,2,2
280,1,0.307692307692308,0.551020408163265,0.0675675675675676,0.871768879878358,0.384083044982699,0,0,0,4,2,2
243,2,0.314685314685315,0.530612244897959,0.0945945945945946,0.86112519006589,0.382352941176471,0,0,0,4,2,2
169,3,0.316433566433566,0.540816326530612,0.0675675675675676,0.87227572225038,0.389273356401384,0,0,0,4,2,2
71,4,0.318181818181818,0.530612244897959,0.216216216216216,0.906741003547897,0.385813148788927,0,0,0,4,2,2
13,5,0.316433566433566,0.755102040816326,0.135135135135135,0.0765331981753675,0.465397923875433,0,0,0.7,4,2,2
9,6,0.302447552447552,0.918367346938776,0.121621621621622,0.0324379118094273,0.496539792387543,0,2.5,2.7,4,2,2
20,7,0.304195804195804,0.938775510204082,0.148648648648649,0.0476431829700963,0.503460207612457,0,0,4,4,2,2
35,8,0.307692307692308,0.918367346938776,0.162162162162162,0.177901672579828,0.501730103806228,0,0,4.1,4,2,2
31,9,0.314685314685315,0.918367346938776,0.135135135135135,0.1409021794222,0.508650519031142,0,1.6,4.3,4,2,2
19,10,0.31993006993007,0.928571428571429,0.0540540540540541,0.0587937151545869,0.515570934256055,0,0,4.3,4,2,2
58,11,0.326923076923077,0.938775510204082,0.121621621621622,0.0557526609224531,0.525951557093426,0.03,0,3.9,4,2,2
119,12,0.351398601398601,0.897959183673469,0.0405405405405405,0.110491637100862,0.538062283737024,0.28,0,3.1,4,2,2
182,13,0.368881118881119,0.887755102040816,0.148648648648649,0.102889001520527,0.551903114186851,0.54,0,2.1,4,2,2
235,14,0.384615384615385,0.86734693877551,0.0945945945945946,0.151039026862646,0.560553633217993,0.65,0,1.4,4,2,2
180,15,0.428321678321678,0.642857142857143,0.608108108108108,0.348707551951343,0.531141868512111,0.35,0,1,4,2,2
214,16,0.405594405594406,0.724489795918367,0.472972972972973,0.301571211353269,0.538062283737024,0.2,0,0.5,4,2,2
226,17,0.374125874125874,0.663265306122449,0.581081081081081,0.524075012671059,0.48961937716263,0.03,0,0.4,4,2,2
210,18,0.346153846153846,0.622448979591837,0.405405405405405,1,0.448096885813149,0,0,0,4,2,2
181,19,0.339160839160839,0.540816326530612,0.54054054054054,1,0.410034602076125,0,0,0,4,2,2
165,20,0.321678321678322,0.581632653061224,0.527027027027027,0.976685250886974,0.410034602076125,0,0,0,4,2,2
167,21,0.311188811188811,0.602040816326531,0.405405405405405,0.930055752660922,0.408304498269896,0,0,0,4,2,2
152,22,0.293706293706294,0.571428571428571,0.635135135135135,1,0.380622837370242,0,0,0,4,2,2
148,23,0.286713286713287,0.438775510204082,0.581081081081081,1,0.316608996539792,0,0,0,4,2,2
125,0,0.267482517482518,0.397959183673469,0.459459459459459,1,0.278546712802768,0,0,0,4,2,2
111,1,0.251748251748252,0.36734693877551,0.513513513513513,1,0.247404844290657,0,0,0,4,2,2
67,2,0.237762237762238,0.357142857142857,0.459459459459459,1,0.228373702422145,0,0,0,4,2,2
45,3,0.229020979020979,0.387755102040816,0.324324324324324,1,0.238754325259516,0,0,0,4,2,2
44,4,0.22027972027972,0.357142857142857,0.432432432432432,1,0.21280276816609,0,0,0,4,2,2
86,5,0.213286713286713,0.387755102040816,0.432432432432432,0.98682209832742,0.224913494809689,0,0,0,4,2,2
136,6,0.208041958041958,0.397959183673469,0.391891891891892,0.989356310187532,0.224913494809689,0,0,0,4,2,2
325,7,0.206293706293706,0.397959183673469,0.418918918918919,0.997972630511911,0.22318339100346,0,0,0,4,2,2
653,8,0.206293706293706,0.387755102040816,0.486486486486486,0.996958945767866,0.217993079584775,0.01,0,0,4,2,2
326,9,0.208041958041958,0.36734693877551,0.689189189189189,0.970096300050684,0.207612456747405,0.1,0,0,4,2,2
212,10,0.218531468531469,0.326530612244898,0.608108108108108,1,0.193771626297578,0.62,0,0,4,2,2
